id	country	designation	points	price	province	region_1	region_2	variety	winery	Cluster
84349	Italy	Pergole Vece	94	118.00	Veneto	Amarone della Valpolicella Classico		Corvina, Rondinella, Molinara	Le Salette	C2
108365	US		82	50.00	California	Napa Valley	Napa	White Blend	Black Bart's Bride	C4
6123	France	L de Laffitte Laujac	85	18.00	Bordeaux	Médoc		Bordeaux-style Red Blend	Château Laffitte Laujac	C1
119240	France	Cuvée Signature	85	57.00	Burgundy	Meursault		Chardonnay	Bouchard Aîné & Fils	C4
123147	Italy	Zuc di Volpe	87	38.00	Northeastern Italy	Colli Orientali del Friuli		Friulano	Volpe Pasini	C3
37437	US		88	18.00	Washington	Washington	Washington Other	Riesling	Hedgeline	C1
20287	Italy		90	50.00	Veneto	Amarone della Valpolicella Valpantena		Corvina, Rondinella, Molinara	Tezza	C4
134025	Argentina	Catena Alta	89	57.00	Mendoza Province	Mendoza		Cabernet Sauvignon	Bodega Catena Zapata	C4
112844	Italy	Maschio dei Cavalieri	82	20.00	Veneto	Prosecco di Valdobbiadene		Prosecco	Maschio dei Cavalieri	C1
5695	Italy	Pietra Rossa	92	49.00	Tuscany	Vino Nobile di Montepulciano		Red Blend	Contucci	C4
38342	Portugal	Terra de Touros	83	8.00	Tejo			Arinto	Quinta do Casal Monteiro	C1
31886	Australia	Regional Vineyard Series	90	15.00	South Australia	Barossa Valley		Shiraz	Gotham	C1
129592	US		84	14.00	California	California	California Other	Red Blend	The Big Red Monster	C1
4801	Italy	Nova Domus Riserva	88	60.00	Northeastern Italy	Alto Adige		White Blend	Cantina Terlano	C4
116807	US		86	22.00	California	Napa Valley	Napa	Merlot	Sterling	C1
3623	Serbia	Zupska	87	22.00	Župa			Tamjanika	Budimir	C1
34158	Italy	Riserva 0,618	89	75.00	Southern Italy	Castel del Monte		Nero di Troia	Santa Lucia	C4
117657	France	Les Gravières Premier Cru	89	36.00	Burgundy	Santenay		Pinot Noir	Prosper Maufoux	C3
55342	US	Tazetta Vineyard	89	24.00	California	Livermore Valley	Central Coast	Syrah	Page Mill Winery	C3
9468	Argentina	Reserva	83	13.00	Mendoza Province	Mendoza		Cabernet Sauvignon	Tamarí	C1
45907	Italy	Vigna Tecc	89	29.00	Piedmont	Dolcetto di Dogliani		Dolcetto	Poderi Luigi Einaudi	C3
29652	Italy	Da Vinci	87	15.00	Tuscany	Chianti		Red Blend	Cantine Leonardo Da Vinci	C1
146326	Australia	Watervale	87	20.00	South Australia	South Australia		Riesling	3 Hills High	C1
81883	Italy	Montecorna	89	40.00	Veneto	Valpolicella Classico Superiore Ripasso		Corvina, Rondinella, Molinara	Remo Farina	C3
71360	Italy	Classico	89	33.00	Sicily & Sardinia	Sardinia		Vermentino	Capichera	C3
133041	US	Mitsuko's Vineyard	87	19.00	California	Carneros	Napa-Sonoma	Sauvignon Blanc	Clos Pegase	C1
52275	France		95	310.00	Burgundy	Bâtard-Montrachet		Chardonnay	Olivier Leflaive	C2
40679	Italy	Extra Dry	87	15.00	Veneto	Conegliano Valdobbiadene Prosecco Superiore		Glera	Bianca Vigna	C1
11732	US	Toboni Vineyard	92	55.00	California	Russian River Valley	Sonoma	Pinot Noir	Gary Farrell	C4
119520	Argentina	Serie Terra Spakling	80	14.00	Mendoza Province	Mendoza		Malbec	Viniterra	C1
102254	US		82	12.00	California	California	California Other	Chardonnay	Chumeia	C1
107883	US	Quarry Butte Red Table Wine	88	20.00	Washington	Horse Heaven Hills	Columbia Valley	Red Blend	Alexandria Nicole	C1
87310	New Zealand		90	39.00	Waipara Valley			Chardonnay	Pegasus Bay	C3
88208	Australia	Reserve Release	89	45.00	Victoria	Yarra Valley		Chardonnay	De Bortoli	C4
76966	Argentina	Lunta	91	20.00	Mendoza Province	Mendoza		Malbec	Mendel	C1
17329	Italy		91	32.00	Tuscany	Chianti Classico		Sangiovese	Brancaia	C3
81726	France	Réserve de la Famille	85	15.00	Bordeaux	Bordeaux		Bordeaux-style Red Blend	Bernard Magrez	C1
35822	US	Presqu'ile Vineyard	92	35.00	California	Santa Maria Valley	Central Coast	Sauvignon Blanc	Storm	C3
148884	US		88	10.00	Washington	Columbia Valley (WA)	Columbia Valley	Chardonnay	Arbor Crest	C1
149606	US		88	12.00	Texas	Texas		Chardonnay	Llano Estacado	C1
68969	US	Sultry Red	84	13.00	California	California	California Other	Red Blend	Hey Mambo	C1
114601	US	Ciel du Cheval Vineyard Roussanne	88	25.00	Washington	Red Mountain	Columbia Valley	Roussanne	McCrea	C3
1273	US	Sullivan Reserve	85	52.00	California	Dry Creek Valley	Sonoma	Zinfandel	Mazzocco	C4
79075	US	Hattrup Farms Marvell	87	32.00	Washington	Rattlesnake Hills	Columbia Valley	Rhône-style Red Blend	Maryhill	C3
109879	Portugal	Varanda do Conde	90	12.00	Vinho Verde			Portuguese White	Provam	C1
126363	Italy		88	44.00	Piedmont	Barbaresco		Nebbiolo	Beni di Batasiolo	C4
61046	Italy	Bùcaro	87	10.00	Central Italy	Montepulciano d'Abruzzo		Montepulciano	Cantine Aurora	C1
4	France	La Brûlade	95	66.00	Provence	Bandol		Provence red blend	Domaine de la Bégude	C4
25345	US	Shameless Hussy	87	18.00	Washington	Columbia Valley (WA)	Columbia Valley	Viognier	Hard Row To Hoe	C1
101518	US		89	28.00	Washington	Snipes Mountain	Columbia Valley	Malbec	Nefarious Cellars	C3
132783	South Africa	Bonne Nouvelle	89	40.00	Stellenbosch			Cabernet Blend	Remhoogte	C3
110256	Italy	Gorio Extra Dry	86	18.00	Veneto	Prosecco di Valdobbiadene		Prosecco	Malibràn	C1
100519	Italy	Quass	88	28.00	Piedmont	Barbera d'Alba		Barbera	Pecchenino	C3
56139	US	Old Vines	89	20.00	California	Sonoma County	Sonoma	Zinfandel	St. Francis	C1
122674	Italy	I Filari	90	38.00	Piedmont	Dolcetto di Dogliani		Dolcetto	Poderi Luigi Einaudi	C3
33699	Argentina	Unoaked	84	11.00	Mendoza Province	Mendoza		Chardonnay	Zolo	C1
135625	Moldova	Select	83	13.00	Cahul			Chardonnay	Graystone	C1
137617	Austria	Loibenberg Grüner Veltliner Smaragd	92	55.00	Wachau			Grüner Veltliner	Alzinger	C4
51637	US		83	30.00	California	Napa County	Napa	Pinot Noir	Ca' Momi	C3
35678	France	Cuvée S	89	30.00	Burgundy	Santenay		Pinot Noir	David Moreau	C3
104719	US	Estate Bottled	85	19.00	California	Paso Robles	Central Coast	Chardonnay	Eberle	C1
16700	Italy	Cacc'e Mmitte di Lucera	87	22.00	Southern Italy	Puglia		Red Blend	Alberto Longo	C1
42680	US	Esoterica Chavez-Leeds Vineyard	94	40.00	California	Rutherford	Napa	Petite Sirah	Kent Rasmussen	C3
47906	US		82	14.00	California	North Coast	North Coast	Pinot Noir	Chime	C1
105161	Italy	Modus	90	25.00	Tuscany	Toscana		Red Blend	Ruffino	C3
138872	Chile	Cariblanco	88	16.00	Casablanca Valley			Sauvignon Blanc	Kingston Family	C1
37830	Spain	Colección Vivanco 4 Varietales	91	82.00	Northern Spain	Rioja		Red Blend	Dinastía Vivanco	C2
16569	US	Wildflower Valdeguie	84	7.00	California	Monterey	Central Coast	Red Blend	J. Lohr	C1
41841	Italy	Pettirosso	84	22.00	Tuscany	Toscana		Sangiovese	Fonterenza	C1
49241	Chile		87	17.00	Casablanca Valley			Chardonnay	Arboleda	C1
91655	Spain	Old Vines Crianza	84	13.00	Central Spain	Valdepeñas		Tempranillo	Bodegas Navarro López	C1
123058	France	La Dame Rousse	90	24.00	Rhône Valley	Tavel		Rosé	Domaine de la Mordorée	C3
8214	US	Escolle Vineyard	91	46.00	California	Santa Lucia Highlands	Central Coast	Pinot Noir	Baker & Brain	C4
99480	Israel	Sha'al Single Vineyard Late Harvest Kosher - 375 ml	88	24.00	Galilee			Gewürztraminer	Carmel	C3
86593	South Africa	Solms Astor Cape Jazz Shiraz	86	20.00	Coastal Region			Sparkling Blend	Solms-Delta	C1
69002	US		82	80.00	California	Howell Mountain	Napa	Cabernet Sauvignon	Cornerstone	C2
67666	US	Juliana Vineyard	87	22.00	California	Napa Valley	Napa	Sauvignon Blanc	Merryvale	C1
58104	US		90	18.00	California	Mendocino-Amador	California Other	Zinfandel	Paul Dolan	C1
81111	US	Stone Vineyard	86	60.00	California	Alexander Valley	Sonoma	Cabernet Sauvignon	Hawkes	C4
54110	South Africa	Cyclus	90	35.00	Paarl			White Blend	Avondale	C3
127704	Italy	Altanuta	86	14.00	Veneto	Valdadige		Pinot Grigio	Josef Brigl	C1
117503	US		86	22.00	Oregon	Willamette Valley	Willamette Valley	Chardonnay	Left Coast Cellars	C1
139965	Argentina		85	14.00	Mendoza Province	Maipú		Merlot	Pascual Toso	C1
120225	US	Reserve West Dry Creek	81	50.00	California	Dry Creek Valley	Sonoma	Zinfandel	Mazzocco	C4
97897	Spain	Rojo Granrojo	83	9.00	Central Spain	Vino de la Tierra de Castilla		Garnacha	Bodegas Navarro López	C1
36647	US	Grand Estates	88	12.00	Washington	Columbia Valley (WA)	Columbia Valley	Merlot	Columbia Crest	C1
120208	Italy	Select Art	88	33.00	Northeastern Italy	Alto Adige		Chardonnay	Girlan	C3
24641	US	Split Rock Vineyard	91	55.00	California	Sonoma Coast	Sonoma	Pinot Noir	Petito	C4
24805	Spain	Reserva	89	20.00	Northern Spain	Rioja		Tempranillo Blend	Carlos Serres	C1
65286	New Zealand	Awatere Valley	89	19.00	Marlborough			Sauvignon Blanc	Vavasour	C1
80239	US	Old Vine Zinfandel	83	18.00	California	Lodi	Central Valley	Zinfandel	Klinker Brick	C1
122070	New Zealand	Pioneer Block 6 Oh! Block	90	24.00	Marlborough			Sauvignon Blanc	Saint Clair	C3
11739	Italy	Terra di Lamole	92	21.00	Tuscany	Chianti Classico		Red Blend	I Fabbri	C1
93573	Australia	Bakers Gully	89	50.00	South Australia	Clarendon		Syrah	Clarendon Hills	C4
128589	France	Bourgogne A. Rodet	85	18.00	Burgundy	Bourgogne		Pinot Noir	Antonin Rodet	C1
150601	US	Hendry Vineyard Reserve	90	30.00	California	Napa Valley	Napa	Zinfandel	Rosenblum	C3
57943	Italy	Riserva	92	70.00	Tuscany	Brunello di Montalcino		Sangiovese Grosso	Ferrero	C4
90316	France	Kaefferkopf Vielles Vignes Grand Cru	87	55.00	Alsace	Alsace		Gewürztraminer	Jean-Baptiste Adam	C4
114625	US		88	35.00	Washington	Columbia Valley (WA)	Columbia Valley	Chardonnay	Mark Ryan	C3
112607	Argentina	Reserva	83	14.00	Mendoza Province	Mendoza		Malbec	Finca Los Maza	C1
134475	Spain	Montsalvat	89	79.00	Catalonia	Priorat		Red Blend	Francesc Sanchez Bas	C2
68997	France	Château de Launay	90	27.00	Bordeaux	Bordeaux		Bordeaux-style Red Blend	Domaines Arnaud de Raignac	C3
104954	US	Blocks 7 & 22	88	35.00	California	Napa Valley	Napa	Zinfandel	Hendry	C3
67654	US		87	26.00	California	Napa Valley	Napa	Zinfandel	Calistoga Cellars	C3
101268	Italy	Poggiarelli	86	19.00	Tuscany	Vernaccia di San Gimignano		Vernaccia	Signano	C1
111236	New Zealand		86	25.00	Canterbury			Pinot Noir	Main Divide	C3
61498	Spain	Crianza	86	19.00	Northern Spain	Ribera del Duero		Tempranillo	Prado Rey	C1
119041	Argentina	Vika Oak	83	12.00	Other	San Juan		Malbec	Bodegas La Guarda	C1
147379	US	Deaver Vineyard Old Vine	86	22.00	California	Amador County	Sierra Foothills	Zinfandel	Terra d'Oro	C1
27267	Germany	Mineral Dry	89	20.00	Mosel			Riesling	Dr. Heidemanns-Bergweiler	C1
147894	US	Damaris Reserve	86	32.00	California	Sonoma County	Sonoma	Chardonnay	Landmark	C3
111581	US		84	12.00	California	California	California Other	Syrah	Heron	C1
28554	France	Le Clos	90	30.00	Loire Valley	Bourgueil		Cabernet Franc	Domaine les Pins	C3
85665	France	Fonteny Premier Cru	90	140.00	Burgundy	Gevrey-Chambertin		Pinot Noir	Domaine Henri Rebourseau	C2
38094	US		89	32.00	California	Paso Robles	Central Coast	Petite Sirah	Proulx	C3
773	US	Faith	89	39.00	California	California	California Other	Red Blend	Aver Family Vineyards	C3
98009	US		89	100.00	California	Napa Valley	Napa	Cabernet Sauvignon	Palmaz	C2
30757	Italy	Levia Gravia	92	56.00	Tuscany	Bolgheri Superiore		Red Blend	Caccia al Piano 1868	C4
52318	US	Momentum Red Wine	88	18.00	Washington	Horse Heaven Hills	Columbia Valley	Bordeaux-style Red Blend	Cor Cellars	C1
17422	Argentina	Reserve	88	19.00	Mendoza Province	Uco Valley		Malbec	Salentein	C1
40420	US	Sassolini	86	14.00	California	Lake County	Mendocino/Lake Counties	Pinot Grigio	Ramspeck	C1
18255	US	Especiale	87	40.00	California	Paso Robles	Central Coast	Zinfandel	Peachy Canyon	C3
65627	France	Vaudésir Grand Cru	93	81.00	Burgundy	Chablis		Chardonnay	Domaine Christian Moreau Père et Fils	C2
59614	US		87	15.00	California	California	California Other	Sauvignon Blanc	Stevenot	C1
139200	Italy	Riserva	94	129.00	Tuscany	Brunello di Montalcino		Sangiovese	Poggio Antico	C2
98529	US	Provocateur	89	24.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	J.K. Carrière	C3
102951	US	Bronze Label	89	42.00	California	Howell Mountain	Napa	Cabernet Sauvignon	W.H. Smith	C3
112802	Greece		85	25.00	Beotia			Syrah	Avantis	C3
76365	Argentina		88	11.00	Mendoza Province	Mendoza		Torrontés	Zolo	C1
114195	New Zealand	Waldron Vineyard	91	35.00	Marlborough			Riesling	Villa Maria	C3
96035	US	Kilravock	85	28.00	Virginia	Virginia		Bordeaux-style Red Blend	Rosemont	C3
57971	New Zealand		88	12.00	Marlborough			Sauvignon Blanc	Makara	C1
77301	US	Sorella	91	65.00	Washington	Horse Heaven Hills	Columbia Valley	Bordeaux-style Red Blend	Andrew Will	C4
12063	Argentina	Alto	92	90.00	Mendoza Province	Mendoza		Malbec-Cabernet Sauvignon	Alta Vista	C2
85399	Argentina		87	17.00	Other	Calchaquí Valley		Red Blend	Amalaya	C1
50274	US	Estate Bottled	84	24.00	California	Shenandoah Valley (CA)	Sierra Foothills	Aglianico	Amador Foothill Winery	C3
85966	New Zealand		90	20.00	Hawke's Bay			Chardonnay	Esk Valley	C1
77901	US	Alder Ridge Vineyard	90	40.00	Washington	Horse Heaven Hills	Columbia Valley	Cabernet Sauvignon	Apex at Alder Ridge	C3
102909	South Africa	Solms Astor Cape Jazz	86	20.00	Paarl			Shiraz	Solms-Delta	C1
37524	US	Rued Clone	92	48.00	California	Green Valley	Sonoma	Chardonnay	Iron Horse	C4
65884	US		86	16.00	California	Santa Barbara County	Central Coast	Sauvignon Blanc	Royal Oaks	C1
135564	Spain	Aquis Celenis Cepas Vellas	87	18.00	Galicia	Rías Baixas		Albariño	Fernando Diéguez Otero	C1
117760	US		82	13.00	California	California	California Other	Chardonnay	Congress Springs	C1
115203	France	Reynard	90	96.00	Rhône Valley	Cornas		Syrah	Thierry Allemand	C2
138476	Spain		86	10.00	Galicia	Rías Baixas		Albariño	Pazo Serantellos	C1
23639	South Africa	Donatus White	86	25.00	Stellenbosch			White Blend	Dornier	C3
98216	US		80	20.00	California	Mokelumne River	Central Valley	Zinfandel	Gatos Locos	C1
62378	France	Cuvée Flamme Brut	89	27.00	Loire Valley	Saumur		White Blend	Gratien et Meyer	C3
1994	US	La Colina Vineyard	88	60.00	Oregon	Dundee Hills	Willamette Valley	Pinot Noir	Torii Mor	C4
102416	US	Rutherford Crossroad	86	25.00	California	Rutherford	Napa	Sauvignon Blanc	Lieff	C3
76708	US	Heart of the Hill Vineyard	88	45.00	Washington	Red Mountain	Columbia Valley	Mourvèdre	Dowsett Family	C4
150709	US	Cervina	85	22.00	California	Sonoma County	Sonoma	Zinfandel	Venus	C1
92505	US	Home Ranch	88	25.00	California	Dry Creek Valley	Sonoma	Merlot	Sbragia	C3
11466	US	Doyle Family Vineyards Reserve	88	35.00	New York	Finger Lakes	Finger Lakes	Pinot Noir	Timothy Moore	C3
149547	Argentina	Ciclos	85	25.00	Other	Cafayate		Sauvignon Blanc	Michel Torino	C3
69536	US	Coastal	86	10.00	California	California	California Other	Chardonnay	Callaway	C1
77612	US	Marjorie Vineyard	90	50.00	Oregon	Eola-Amity Hills	Willamette Valley	Pinot Noir	Cristom	C4
12892	France	Domaine d'Astros Cuvée Prestige	87	15.00	Provence			Rosé	Château d'Astros	C1
145784	South Africa	Cathedral Cellar	86	15.00	Coastal Region			Merlot	KWV	C1
105311	Italy		83	19.00	Tuscany	Chianti Classico		Sangiovese	La Castellina	C1
62973	US	Don Miguel Vineyard Dobles Lías	90	45.00	California	Russian River Valley	Sonoma	Chardonnay	Marimar Torres	C4
113216	US	Rock-R	90	40.00	California	North Coast	North Coast	Red Blend	Roshambo	C3
103157	US		89	69.00	California	Diamond Mountain District	Napa	Cabernet Sauvignon	Mueller Family Vineyards	C4
72342	US	Evenstad Reserve	92	65.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Domaine Serene	C4
84391	US	Estate	88	25.00	California	Shenandoah Valley (CA)	Sierra Foothills	Syrah	Renwood	C3
88356	Portugal	Tons de Duorum Branco	88	10.00	Douro			Portuguese White	Duorum	C1
91811	US	Bianco di Napa	85	10.00	California	Napa Valley	Napa	White Blend	Ca' Momi	C1
53845	Italy	Casal di Serra Vecchie Vigne	90	28.00	Central Italy	Verdicchio dei Castelli di Jesi Classico Superiore		Verdicchio	Umani Ronchi	C3
128795	US	Oak Free	86	12.00	California	
