id	country	designation	points	price	province	region_1	region_2	variety	winery
101518	US		89	28.00	Washington	Snipes Mountain	Columbia Valley	Malbec	Nefarious Cellars
132783	South Africa	Bonne Nouvelle	89	40.00	Stellenbosch			Cabernet Blend	Remhoogte
110256	Italy	Gorio Extra Dry	86	18.00	Veneto	Prosecco di Valdobbiadene		Prosecco	Malibràn
100519	Italy	Quass	88	28.00	Piedmont	Barbera d'Alba		Barbera	Pecchenino
56139	US	Old Vines	89	20.00	California	Sonoma County	Sonoma	Zinfandel	St. Francis
122674	Italy	I Filari	90	38.00	Piedmont	Dolcetto di Dogliani		Dolcetto	Poderi Luigi Einaudi
33699	Argentina	Unoaked	84	11.00	Mendoza Province	Mendoza		Chardonnay	Zolo
135625	Moldova	Select	83	13.00	Cahul			Chardonnay	Graystone
137617	Austria	Loibenberg Grüner Veltliner Smaragd	92	55.00	Wachau			Grüner Veltliner	Alzinger
51637	US		83	30.00	California	Napa County	Napa	Pinot Noir	Ca' Momi
35678	France	Cuvée S	89	30.00	Burgundy	Santenay		Pinot Noir	David Moreau
104719	US	Estate Bottled	85	19.00	California	Paso Robles	Central Coast	Chardonnay	Eberle
16700	Italy	Cacc'e Mmitte di Lucera	87	22.00	Southern Italy	Puglia		Red Blend	Alberto Longo
42680	US	Esoterica Chavez-Leeds Vineyard	94	40.00	California	Rutherford	Napa	Petite Sirah	Kent Rasmussen
47906	US		82	14.00	California	North Coast	North Coast	Pinot Noir	Chime
105161	Italy	Modus	90	25.00	Tuscany	Toscana		Red Blend	Ruffino
138872	Chile	Cariblanco	88	16.00	Casablanca Valley			Sauvignon Blanc	Kingston Family
37830	Spain	Colección Vivanco 4 Varietales	91	82.00	Northern Spain	Rioja		Red Blend	Dinastía Vivanco
16569	US	Wildflower Valdeguie	84	7.00	California	Monterey	Central Coast	Red Blend	J. Lohr
41841	Italy	Pettirosso	84	22.00	Tuscany	Toscana		Sangiovese	Fonterenza
49241	Chile		87	17.00	Casablanca Valley			Chardonnay	Arboleda
91655	Spain	Old Vines Crianza	84	13.00	Central Spain	Valdepeñas		Tempranillo	Bodegas Navarro López
123058	France	La Dame Rousse	90	24.00	Rhône Valley	Tavel		Rosé	Domaine de la Mordorée
8214	US	Escolle Vineyard	91	46.00	California	Santa Lucia Highlands	Central Coast	Pinot Noir	Baker & Brain
99480	Israel	Sha'al Single Vineyard Late Harvest Kosher - 375 ml	88	24.00	Galilee			Gewürztraminer	Carmel
86593	South Africa	Solms Astor Cape Jazz Shiraz	86	20.00	Coastal Region			Sparkling Blend	Solms-Delta
69002	US		82	80.00	California	Howell Mountain	Napa	Cabernet Sauvignon	Cornerstone
67666	US	Juliana Vineyard	87	22.00	California	Napa Valley	Napa	Sauvignon Blanc	Merryvale
58104	US		90	18.00	California	Mendocino-Amador	California Other	Zinfandel	Paul Dolan
81111	US	Stone Vineyard	86	60.00	California	Alexander Valley	Sonoma	Cabernet Sauvignon	Hawkes
54110	South Africa	Cyclus	90	35.00	Paarl			White Blend	Avondale
127704	Italy	Altanuta	86	14.00	Veneto	Valdadige		Pinot Grigio	Josef Brigl
117503	US		86	22.00	Oregon	Willamette Valley	Willamette Valley	Chardonnay	Left Coast Cellars
139965	Argentina		85	14.00	Mendoza Province	Maipú		Merlot	Pascual Toso
120225	US	Reserve West Dry Creek	81	50.00	California	Dry Creek Valley	Sonoma	Zinfandel	Mazzocco
97897	Spain	Rojo Granrojo	83	9.00	Central Spain	Vino de la Tierra de Castilla		Garnacha	Bodegas Navarro López
36647	US	Grand Estates	88	12.00	Washington	Columbia Valley (WA)	Columbia Valley	Merlot	Columbia Crest
120208	Italy	Select Art	88	33.00	Northeastern Italy	Alto Adige		Chardonnay	Girlan
24641	US	Split Rock Vineyard	91	55.00	California	Sonoma Coast	Sonoma	Pinot Noir	Petito
24805	Spain	Reserva	89	20.00	Northern Spain	Rioja		Tempranillo Blend	Carlos Serres
65286	New Zealand	Awatere Valley	89	19.00	Marlborough			Sauvignon Blanc	Vavasour
80239	US	Old Vine Zinfandel	83	18.00	California	Lodi	Central Valley	Zinfandel	Klinker Brick
122070	New Zealand	Pioneer Block 6 Oh! Block	90	24.00	Marlborough			Sauvignon Blanc	Saint Clair
11739	Italy	Terra di Lamole	92	21.00	Tuscany	Chianti Classico		Red Blend	I Fabbri
93573	Australia	Bakers Gully	89	50.00	South Australia	Clarendon		Syrah	Clarendon Hills
128589	France	Bourgogne A. Rodet	85	18.00	Burgundy	Bourgogne		Pinot Noir	Antonin Rodet
150601	US	Hendry Vineyard Reserve	90	30.00	California	Napa Valley	Napa	Zinfandel	Rosenblum
57943	Italy	Riserva	92	70.00	Tuscany	Brunello di Montalcino		Sangiovese Grosso	Ferrero
90316	France	Kaefferkopf Vielles Vignes Grand Cru	87	55.00	Alsace	Alsace		Gewürztraminer	Jean-Baptiste Adam
114625	US		88	35.00	Washington	Columbia Valley (WA)	Columbia Valley	Chardonnay	Mark Ryan
112607	Argentina	Reserva	83	14.00	Mendoza Province	Mendoza		Malbec	Finca Los Maza
134475	Spain	Montsalvat	89	79.00	Catalonia	Priorat		Red Blend	Francesc Sanchez Bas
68997	France	Château de Launay	90	27.00	Bordeaux	Bordeaux		Bordeaux-style Red Blend	Domaines Arnaud de Raignac
104954	US	Blocks 7 & 22	88	35.00	California	Napa Valley	Napa	Zinfandel	Hendry
67654	US		87	26.00	California	Napa Valley	Napa	Zinfandel	Calistoga Cellars
101268	Italy	Poggiarelli	86	19.00	Tuscany	Vernaccia di San Gimignano		Vernaccia	Signano
111236	New Zealand		86	25.00	Canterbury			Pinot Noir	Main Divide
61498	Spain	Crianza	86	19.00	Northern Spain	Ribera del Duero		Tempranillo	Prado Rey
119041	Argentina	Vika Oak	83	12.00	Other	San Juan		Malbec	Bodegas La Guarda
147379	US	Deaver Vineyard Old Vine	86	22.00	California	Amador County	Sierra Foothills	Zinfandel	Terra d'Oro
27267	Germany	Mineral Dry	89	20.00	Mosel			Riesling	Dr. Heidemanns-Bergweiler
147894	US	Damaris Reserve	86	32.00	California	Sonoma County	Sonoma	Chardonnay	Landmark
111581	US		84	12.00	California	California	California Other	Syrah	Heron
28554	France	Le Clos	90	30.00	Loire Valley	Bourgueil		Cabernet Franc	Domaine les Pins
85665	France	Fonteny Premier Cru	90	140.00	Burgundy	Gevrey-Chambertin		Pinot Noir	Domaine Henri Rebourseau
38094	US		89	32.00	California	Paso Robles	Central Coast	Petite Sirah	Proulx
773	US	Faith	89	39.00	California	California	California Other	Red Blend	Aver Family Vineyards
98009	US		89	100.00	California	Napa Valley	Napa	Cabernet Sauvignon	Palmaz
30757	Italy	Levia Gravia	92	56.00	Tuscany	Bolgheri Superiore		Red Blend	Caccia al Piano 1868
52318	US	Momentum Red Wine	88	18.00	Washington	Horse Heaven Hills	Columbia Valley	Bordeaux-style Red Blend	Cor Cellars
17422	Argentina	Reserve	88	19.00	Mendoza Province	Uco Valley		Malbec	Salentein
40420	US	Sassolini	86	14.00	California	Lake County	Mendocino/Lake Counties	Pinot Grigio	Ramspeck
18255	US	Especiale	87	40.00	California	Paso Robles	Central Coast	Zinfandel	Peachy Canyon
65627	France	Vaudésir Grand Cru	93	81.00	Burgundy	Chablis		Chardonnay	Domaine Christian Moreau Père et Fils
59614	US		87	15.00	California	California	California Other	Sauvignon Blanc	Stevenot
139200	Italy	Riserva	94	129.00	Tuscany	Brunello di Montalcino		Sangiovese	Poggio Antico
98529	US	Provocateur	89	24.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	J.K. Carrière
102951	US	Bronze Label	89	42.00	California	Howell Mountain	Napa	Cabernet Sauvignon	W.H. Smith
112802	Greece		85	25.00	Beotia			Syrah	Avantis
76365	Argentina		88	11.00	Mendoza Province	Mendoza		Torrontés	Zolo
114195	New Zealand	Waldron Vineyard	91	35.00	Marlborough			Riesling	Villa Maria
96035	US	Kilravock	85	28.00	Virginia	Virginia		Bordeaux-style Red Blend	Rosemont
57971	New Zealand		88	12.00	Marlborough			Sauvignon Blanc	Makara
77301	US	Sorella	91	65.00	Washington	Horse Heaven Hills	Columbia Valley	Bordeaux-style Red Blend	Andrew Will
12063	Argentina	Alto	92	90.00	Mendoza Province	Mendoza		Malbec-Cabernet Sauvignon	Alta Vista
85399	Argentina		87	17.00	Other	Calchaquí Valley		Red Blend	Amalaya
50274	US	Estate Bottled	84	24.00	California	Shenandoah Valley (CA)	Sierra Foothills	Aglianico	Amador Foothill Winery
85966	New Zealand		90	20.00	Hawke's Bay			Chardonnay	Esk Valley
77901	US	Alder Ridge Vineyard	90	40.00	Washington	Horse Heaven Hills	Columbia Valley	Cabernet Sauvignon	Apex at Alder Ridge
102909	South Africa	Solms Astor Cape Jazz	86	20.00	Paarl			Shiraz	Solms-Delta
37524	US	Rued Clone	92	48.00	California	Green Valley	Sonoma	Chardonnay	Iron Horse
65884	US		86	16.00	California	Santa Barbara County	Central Coast	Sauvignon Blanc	Royal Oaks
135564	Spain	Aquis Celenis Cepas Vellas	87	18.00	Galicia	Rías Baixas		Albariño	Fernando Diéguez Otero
117760	US		82	13.00	California	California	California Other	Chardonnay	Congress Springs
115203	France	Reynard	90	96.00	Rhône Valley	Cornas		Syrah	Thierry Allemand
138476	Spain		86	10.00	Galicia	Rías Baixas		Albariño	Pazo Serantellos
23639	South Africa	Donatus White	86	25.00	Stellenbosch			White Blend	Dornier
98216	US		80	20.00	California	Mokelumne River	Central Valley	Zinfandel	Gatos Locos
62378	France	Cuvée Flamme Brut	89	27.00	Loire Valley	Saumur		White Blend	Gratien et Meyer
1994	US	La Colina Vineyard	88	60.00	Oregon	Dundee Hills	Willamette Valley	Pinot Noir	Torii Mor
102416	US	Rutherford Crossroad	86	25.00	California	Rutherford	Napa	Sauvignon Blanc	Lieff
76708	US	Heart of the Hill Vineyard	88	45.00	Washington	Red Mountain	Columbia Valley	Mourvèdre	Dowsett Family
150709	US	Cervina	85	22.00	California	Sonoma County	Sonoma	Zinfandel	Venus
92505	US	Home Ranch	88	25.00	California	Dry Creek Valley	Sonoma	Merlot	Sbragia
11466	US	Doyle Family Vineyards Reserve	88	35.00	New York	Finger Lakes	Finger Lakes	Pinot Noir	Timothy Moore
149547	Argentina	Ciclos	85	25.00	Other	Cafayate		Sauvignon Blanc	Michel Torino
69536	US	Coastal	86	10.00	California	California	California Other	Chardonnay	Callaway
77612	US	Marjorie Vineyard	90	50.00	Oregon	Eola-Amity Hills	Willamette Valley	Pinot Noir	Cristom
12892	France	Domaine d'Astros Cuvée Prestige	87	15.00	Provence			Rosé	Château d'Astros
145784	South Africa	Cathedral Cellar	86	15.00	Coastal Region			Merlot	KWV
105311	Italy		83	19.00	Tuscany	Chianti Classico		Sangiovese	La Castellina
62973	US	Don Miguel Vineyard Dobles Lías	90	45.00	California	Russian River Valley	Sonoma	Chardonnay	Marimar Torres
113216	US	Rock-R	90	40.00	California	North Coast	North Coast	Red Blend	Roshambo
103157	US		89	69.00	California	Diamond Mountain District	Napa	Cabernet Sauvignon	Mueller Family Vineyards
72342	US	Evenstad Reserve	92	65.00	Oregon	Willamette Valley	Willamette Valley	Pinot Noir	Domaine Serene
84391	US	Estate	88	25.00	California	Shenandoah Valley (CA)	Sierra Foothills	Syrah	Renwood
88356	Portugal	Tons de Duorum Branco	88	10.00	Douro			Portuguese White	Duorum
91811	US	Bianco di Napa	85	10.00	California	Napa Valley	Napa	White Blend	Ca' Momi
53845	Italy	Casal di Serra Vecchie Vigne	90	28.00	Central Italy	Verdicchio dei Castelli di Jesi Classico Superiore		Verdicchio	Umani Ronchi
128795	US	Oak Free	86	12.00	California	California	California Other	Chardonnay	Round Hill
70542	New Zealand	Pioneer Block 4 Sawcut	91	27.00	Marlborough			Pinot Noir	Saint Clair
99185	Hungary	Solus	87	77.00	Villány			Merlot	Gere Attila
76602	US	Rattlesnake Rock Vineyard	88	54.00	California	Santa Cruz Mountains	Central Coast	Syrah	Big Basin
63847	Australia		91	15.00	South Australia	Barossa Valley		Chardonnay	Simon Hackett
66562	US		87	15.00	California	Lodi	Central Valley	Malbec	Christine Andrew
36654	US	La Estancia Vineyard	88	16.00	California	Santa Lucia Highlands	Central Coast	Riesling	Pessagno
141228	Chile	Vineyard Selection	86	9.00	Casablanca Valley			Chardonnay	TerraNoble
116806	US		86	24.00	New York	North Fork of Long Island	Long Island	Merlot	Sherwood House Vineyards
62902	US		84	22.00	California	Paso Robles	Central Coast	Cabernet Sauvignon	San Simeon
8089	US	The Wanted	94	37.00	Washington	Columbia Valley (WA)	Columbia Valley	Bordeaux-style Red Blend	Guardian
116526	US	Northern Reach	87	27.00	Oregon	Umpqua Valley	Southern Oregon	Pinot Noir	Brandborg
68279	South Africa		90	15.00	Stellenbosch			Chardonnay	Waterford
103726	Italy	Rapace	92	40.00	Tuscany	Toscana		Red Blend	Uccelliera
5808	Spain		85	11.00	Northern Spain	Toro		Tinta de Toro	Tierras Guindas
111830	France	Cuvée Spéciale Brut	86	32.00	Champagne	Champagne		Champagne Blend	Charles Lafitte
73354	US	Josie's Knoll	87	21.00	Virginia	Monticello		Cabernet Franc	Lovingston
127236	US	Estate Reserve	82	40.00	New York	North Fork of Long Island	Long Island	Chardonnay	One Woman
96099	Spain	Art	88	55.00	Northern Spain	Bierzo		Mencía	Luna Beberide
91892	US	the reverend	88	25.00	California	Dry Creek Valley	Sonoma	Zinfandel	Roshambo
124145	France	Le Clé Saint-Pierre Oak Aged	86	14.00	Burgundy	Bourgogne		Gamay	Mommessin
20550	Portugal	Cape Roca Fisherman	85	11.00	Vinho Verde			Portuguese White	Casca Wines
77897	US		90	42.00	Washington	Columbia Valley (WA)	Columbia Valley	Cabernet Franc	Dusted Valley
99058	Argentina	Reserve	86	12.00	Mendoza Province	Uco Valley		Cabernet Sauvignon	Menduco
100170	US	Russian Cuvée	92	38.00	California	Green Valley	Sonoma	Sparkling Blend	Iron Horse
134482	France	Château d'Arche	89	25.00	Bordeaux	Haut-Médoc		Bordeaux-style Red Blend	Mähler-Besse
48964	Italy	813	85	15.00	Tuscany	Chianti Rufina		Sangiovese	Scopetani
96369	Italy		85	15.00	Veneto	Valpolicella Classico		Red Blend	Monte del Frá
